UF,CIDADE / MUNICÍPIO,BAIRRO,RUA,CEP,CANAL,NOME FANTASIA,CLASSIFICAÇÃO,SEGUNDA A SEXTA,SÁBADOS,DOMINGOS E FERIADOS,Latitude,Longitude,Endereço Completo,Tipo Consulta,Precisão,Erro
SC,SAO BENTO DO SUL,CENTRO,"RUA JORGE LACERDA, 252",89280174,POSTO DE ATENDIMENTO,PRIME PRES D SERV D ATEN EIRELI EPP,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.248972108209,-49.3833318477562,"Rua Jorge Lacerda 252, Centro - Sao Bento Do Sul, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,SAO BENTO DO TOCANTINS,SETOR CENTRAL,RUA DO BETEL,77959970,CORREIOS,AC SAO BENTO DO TOCANTINS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.03245746439026,-47.9289009402712,"Rua Bethel , Sao Central - SAO BENTO DO TOCANTINS, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,SAO BENTO DO TRAIRI,CENTRO,"RUA SÃO SEBASTIÃO, 22 - CENTRO",59210970,CORREIOS,AC SAO BENTO DO TRAIRI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.34371651233275,-36.0865333118647,"Rua Sao Sebastiao 22, Sao Bento Do Trairi - Sao Bento Do Trairi, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,SAO BENTO DO UNA,CENTRO,RUA JOÃO PESSOA 19,55370970,CORREIOS,AC SÃO BENTO DO UNA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.52201376908204,-36.4443825753535,"Rua Joao Pessoa 19, Centro - Sao Bento Do Una, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,SAO BERNARDO,CENTRO,"RUA BERNARDO LIMA, 1329",65550970,CORREIOS,AC SAO BERNARDO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.36266520774478,-42.4257772184858,"Rua Bernardo Lima 1329 - Sao Bernardo, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SP,SÃO BERNARDO DO CAMPO,TABOAO,"AVENIDA TABOAO, 4479",9657000,FRANQUIAS,"JG MIX CEL, INF E PRESENTES LTDA",SAP,09:00 às 19:00,09:00  às  19:00,NÃO FUNCIONA,-23.6678609496663,-46.6099939154375,"Avenida Taboao 4479, Taboao - Sao Bernardo Do Campo, SP",LOGRADOURO,NÚMERO DE PORTA,
SP,SÃO BERNARDO DO CAMPO,SETOR ADMINISTRATIVO,PC SAMUEL SABATINI 200,9750902,LOJAS OI,LOJAS PROPRIAS SETOR ADM S BERN CAMPO,SAP,10:00 às 22:00,10:00  às  22:00,14:00  às  20:00,-23.6940418933165,-46.550855386536,"Praca Samuel Sabatini 200, Centro - Sao Bernardo Do Campo, SP",LOGRADOURO,NÚMERO DE PORTA,
SP,SÃO BERNARDO DO CAMPO,SETOR ADMINISTRATIVO,PC SAMUEL SABATINI 200,9750902,LOJAS OI,METRÓPOLE 2,SAP,10:00 às 22:00,10:00  às  22:00,14:00  às  20:00,-23.6940418933165,-46.550855386536,"Praca Samuel Sabatini 200, Centro - Sao Bernardo Do Campo, SP",LOGRADOURO,NÚMERO DE PORTA,
SC,SAO BONIFACIO,CENTRO,"AVENIDA 29 DE DEZEMBRO, 660",88485970,CORREIOS,AC SAO BONIFACIO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.8908101420476,-48.9340229385691,"Avenida 29 Dezembro 660, Centro - Sao Bonifacio, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SÃO BORJA,CENTRO,"RUA CANDIDO FALCAO, 1057",97670970,POSTO DE ATENDIMENTO,L M DORNELES & CIA LTDA ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.6591646101547,-56.00539775005,"Rua Candido Falcao 1057, Centro - Sao Borja, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SÃO BORJA,CENTRO,"RUA CANDIDO FALCAO, 1057",97670000,FRANQUIAS,LA DORNELES LTD,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-28.6591646101547,-56.00539775005,"Rua Candido Falcao 1057, Centro - Sao Borja, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO BRAS DO SUACUI,CENTRO,AVENIDA DOUTOR APRIGIO RIBEIRO DE OLIVEI,35495970,CORREIOS,AC SAO BRAS DO SUACUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.625640359148,-43.9491937924115,"Avenida Doutor Aprigio Ribeiro Oliveira , Centro - SAO BRAS DO SUACUI, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,SAO CAETANO DE ODIVELAS,CENTRO,"AV. SAO BENEDITO, S/N",68775970,CORREIOS,AC SAO CAETANO DE ODIVELAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-0.746060153171471,-48.0243626016602,"Avenida Sao Benedito , Centro - Sao Caetano De Odivelas, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,SAO CAITANO,CENTRO,"AV. LUIZ COIMBRA, 300",55130970,CORREIOS,AC SÃO CAETANO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.32651910432187,-36.1382401752299,"Avenida Luiz De Coimbra 300, Centro - Sao Caitano, PE",LOGRADOURO,NÚMERO DE PORTA,
SC,SAO CARLOS,CENTRO,"RUA MONTEIRO LOBATO, 291",89885970,CORREIOS,AC SAO CARLOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.0787435426222,-53.0026838791946,"Rua Monteiro Lobato 291, Centro - Sao Carlos, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,SÃO CARLOS,CENTRO,AV. SANTA CATARINA 384,89885000,FRANQUIAS,GILMAR G GEHRKE E CIA LTDA,SAP,08:00 às 18:00,08:00  às  11:30,NÃO FUNCIONA,-27.0828139572887,-53.0122912236089,"Avenida Sta Catarina 384, Centro - Sao Carlos, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SAO CARLOS DO IVAI,CENTRO,RUA DONA ISABEL 794,87770970,CORREIOS,AC SAO CARLOS DO IVAI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.317401168558,-52.4752337108005,"Rua Dona Isabel 794, Centro - Sao Carlos Do Ivai, PR",LOGRADOURO,NÚMERO DE PORTA,
SE,SAO CRISTOVAO,CENTRO,"RUA JOAO BEBE AGUA, 20",49100970,CORREIOS,AC SAO CRISTOVAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.0148236147264,-37.2056157418125,"Rua Joao Bebe Agua 20, Centro - Sao Cristovao, SE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO DESIDERIO,CENTRO,"R DAS PALMEIRAS, 163",47820970,CORREIOS,AC SAO DESIDERIO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.3645673439652,-44.9779260336562,"Rua Palmeiras 163, Centro - Sao Desiderio, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO DOMINGOS,CENTRO,"RUA DA AURORA, 15",48895970,CORREIOS,AC SAO DOMINGOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.4636681092652,-39.5290901928822,"Rua Aurora 15, Centro - Sao Domingos, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,SAO DOMINGOS,CENTRO,"RUA MAJOR AZAMBUJAS, 391",89835970,CORREIOS,AC SAO DOMINGOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-26.5573431694478,-52.5337617751998,"Rua Maj Azambuja 391, Centro - SAO DOMINGOS, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO DOMINGOS DAS DORES,CENTRO,AVENIDA JOAO BARBOSA DOS SANTOS 176,35335972,CORREIOS,AC SAO DOMINGOS DAS DORES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.5248725795459,-42.0126758683157,"Avenida Joao Barbosa Dos Santos 176 - Sao Domingos Das Dores, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,SAO DOMINGOS DO ARAGUAIA,CENTRO,"TV UNIAO, S/N",68520970,CORREIOS,AC SAO DOMINGOS DO ARAGUAIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.54847642572551,-48.7253869374549,"Travessa Uniao,  - Centro - Sao Domingos Do Araguaia, PA",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,SAO DOMINGOS DO CAPIM,CENTRO,"AV MAGALHAES  BARATA, 124",68635970,CORREIOS,AC SAO DOMINGOS DO CAPIM,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-1.67607429967006,-47.7737599160168,"Avenida Magalhaes Barata 124, Centro - Sao Domingos Do Capim, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,SAO DOMINGOS DO MARANHAO,CENTRO,"RUA 31 DE JANEIRO, 10",65790970,CORREIOS,AC SÃO DOMINGOS DO MARANHÃO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.5789555363231,-44.387779386444,"Rua 31 De Janeiro 10, Centro - Sao Domingos Do Maranhao, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
ES,SAO DOMINGOS DO NORTE,CENTRO,"AV. HONÓRIO FRAGA, 288",29745970,CORREIOS,AC SAO DOMINGOS DO NORTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.1436764410891,-40.6220910411078,"Avenida Honorio Fraga 288, Centro - Sao Domingos Do Norte, ES",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO DOMINGOS DO PRATA,CENTRO,RUA ANTONIO ANTAO BRAGA 26 A,35995970,CORREIOS,AC SAO DOMINGOS DO PRATA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.8624959461848,-42.9689939623065,"Rua Antonio Antao Braga 26, Centro - Sao Domingos Do Prata, MG",LOGRADOURO,NÚMERO DE PORTA,
RS,SAO DOMINGOS DO SUL,CENTRO,"R. MONSENHOR JOAO BENVEGNU, 567",99270970,CORREIOS,AC SAO DOMINGOS DO SUL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.5692534817068,-51.8424585209975,"Rua Mons Joao Benvegnu 567, Centro - Sao Domingos Do Sul, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO FELIPE,CENTRO,"R DOM MACEDO COSTA, 309",44550970,CORREIOS,AC SÃO FELIPE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.8459837661514,-39.0929239895135,"Rua Dom Macedo Costa 309, Centro - Sao Felipe, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RO,SÃO FELIPE D ́OESTE,CENTRO,"RUA VALDEVINO MARQUES BARBOSA, 656",76977000,POSTO DE ATENDIMENTO,FARMÁCIA BRASIL,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.9070909995329,-61.5120844992524,"Rua Valdivino Marques Barbosa 656, Centro - SAO FELIPE DOESTE, RO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO FELIX,CENTRO,"R JOSE JOAQUIM SEABRA, 7",44360970,CORREIOS,AC SAO FELIX,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.6071425804082,-38.9692722595357,"Rua Jose Joaquim Seabra 7, Centro - Sao Felix, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,SAO FELIX DE BALSAS,CENTRO,"PC TRES DOS PODERES,  S/N",65890970,CORREIOS,AC SAO FELIX DE BALSAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.08466525321606,-44.8127186200532,"Praca Tres Poderes , Centro - Sao Felix De Balsas, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO FELIX DE MINAS,CENTRO,RUA FREI INOCENCIO 111,35275972,CORREIOS,AC SAO FELIX DE MINAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.5897521097846,-41.4871714982806,"Rua Frei Inocencio 111, Centro - Sao Felix De Minas, MG",LOGRADOURO,NÚMERO DE PORTA,
MT,SÃO FELIX DO ARAGUAIA,CENTRO,"AV. SEVERIANO NEVES, 300",78670000,POSTO DE ATENDIMENTO,VALMIR DAL DEGRAN - ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.6178033938465,-50.6671246140268,"Rua Severiano Neves 300, Centro - Sao Felix Do Araguaia, MT",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO FELIX DO CORIBE,CENTRO,"AV  ERNESTO GEISEL, 370",47665970,CORREIOS,AC SAO FELIX DO CORIBE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-13.404518879353,-44.1939248880153,"Avenida Presidente Ernesto Geisel 370, Centro - Sao Felix Do Coribe, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,SAO FELIX DO PIAUI,CENTRO,"RUA 20 DE NOVEMBRO, 567",64375970,CORREIOS,AC SAO FELIX DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.93333684559633,-42.1130199774896,"Rua Vinte De Novembro 567, Centro - Sao Felix Do Piaui, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
TO,SAO FELIX DO TOCANTINS,SETOR CENTRAL,AVENIDA TEOTONIO SEGURADO,77605970,CORREIOS,AC SAO FELIX DO TOCANTINS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-10.1623159618525,-46.6654087386215,"Avenida Teotonio Segurado Q 30 , Sao Central - Sao Felix Do Tocantins, TO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,SAO FELIX DO XINGU,CENTRO,"AV. GOIAS, 1474",68380970,CORREIOS,AC SAO FELIX DO XINGU,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.64107875987681,-51.9643842427605,"Avenida Goias 1474 - Sao Felix Do Xingu, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,SAO FERNANDO,CENTRO,"AV CAPITAO JOSE INACIO, 275 - CENTRO",59327970,CORREIOS,AC SAO FERNANDO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.37994160095408,-37.1858696201135,"Rua Capitao Jose Inacio 275, Sao Fernando - Sao Fernando, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RJ,SAO FIDELIS,CENTRO,RUA ALBERTO TORRES 246,28400970,CORREIOS,AC SAO FIDELIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.6480127996212,-41.7520640058522,"Rua Doutor Alberto Torres 246, Centro - Sao Fidelis, RJ",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO FRANCISCO,CENTRO,AVENIDA MONTES CLAROS 660,39300970,CORREIOS,AC SAO FRANCISCO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.9507381393905,-44.8629545275655,"Avenida Montes Claros 660, Centro - Sao Francisco, MG",LOGRADOURO,NÚMERO DE PORTA,
SE,SAO FRANCISCO,CENTRO,"TRAVESSA NOVA BRASILIA, S/N",49945970,CORREIOS,AC SAO FRANCISCO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-10.3498164809886,-36.8873184331384,"Travessa Nova Brasilia , Centro - Sao Francisco, SE",LOGRADOURO,NÚMERO DE PORTA,
RS,SAO FRANCISCO DE ASSIS,CENTRO,"R.TREZE DE JANEIRO, 885",97610970,CORREIOS,AC SAO FRANCISCO DE ASSIS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.5523594066134,-55.1287681616344,"Rua 13 De Janeiro 885, Centro - Sao Francisco De Assis, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
GO,SÃO FRANCISCO DE GOIAS,CENTRO,"RUA LIZANDRO GOMES DE SOUZA, 270",75490000,POSTO DE ATENDIMENTO,POSTO DE MEDICAMENTO CENTRAL,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.9416553975922,-49.2602908159121,"Rua Lizandro G Souza 270, Sao Central - SAO FRANCISCO DE GOIAS, GO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RJ,SAO FRANCISCO DE ITABAPOANA,CENTRO,RUA JOAQUIM DA MOTA SOBRINHO 190,28230970,CORREIOS,AC SAO FRANCISCO DE ITABAPOANA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.476157540921,-41.1089101863385,"Rua Joaquim Da Mota Sobrinho 190, Centro - Sao Francisco De Itabapoana, RJ",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SAO FRANCISCO DE PAULA,CENTRO,"AV. JULIO DE CASTILHOS, 422",95400970,CORREIOS,AC SAO FRANCISCO DE PAULA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.4488849900206,-50.5820856164683,"Avenida Julio De Castilhos 422, Centro - Sao Francisco De Paula, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MA,SAO FRANCISCO DO BREJAO,CENTRO,"RUA SANTO ANTONIO, 65",65929000,CORREIOS,AC SÃO FRANCISCO DO BREJÃO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.1233196582356,-47.388571036774,"Rua Santo Antonio 65, Centro - Sao Francisco Do Brejao, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO FRANCISCO DO CONDE,CENTRO,"PC CAMERINDO DE FREITAS, S/N",43900970,CORREIOS,AC SÃO FRANCISCO DO CONDE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.6271306272026,-38.6801743140798,"Praca Camerindo De Freitas , Centro - Sao Francisco Do Conde, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO FRANCISCO DO GLORIA,CENTRO,RUA JACINTO ANTONIO BISSIATI 10,36810970,CORREIOS,AC SAO FRANCISCO DO GLORIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.7908095544658,-42.2683319833907,"Rua Jacinto Antonio Bissiati 10, Centro - Sao Francisco Do Gloria, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RO,SAO FRANCISCO DO GUAPORE,CENTRO,AVENIDA TANCREDO NEVES SN,76935000,CORREIOS,AC SÃO FCO. DO GUAPORÉ,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.0614201917456,-63.577981354911,"Avenida Tancredo Neves , Centro - Sao Francisco Do Guapore, RO",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,SAO FRANCISCO DO OESTE,CENTRO,"RUA SÃO FRANCISCO, 66 - CENTRO",59908970,CORREIOS,AC SAO FRANCISCO DO OESTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.99960275361905,-38.1679634223136,"Rua Sao Francisco 66, Centro - Sao Francisco Do Oeste, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,SAO FRANCISCO DO PARA,CENTRO,AVENIDA DO BARAO RIO BRANCO 1108,68748970,CORREIOS,AC SAO FRANCISCO DO PARA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-1.17418234441411,-47.8022603356201,"Avenida Barao Do Rio Branco 1108, Centro - Sao Francisco Do Para, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,SAO FRANCISCO DO PIAUI,CENTRO,"AVENIDA LAURENTINO PEREIRA, 570",64550970,CORREIOS,AC SAO FRANCISCO DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-7.25173280938819,-42.5433967413749,"Avenida Laurentino Pereira Neto 570, Centro - Sao Francisco Do Piaui, PI",LOGRADOURO,NÚMERO DE PORTA,
BA,SAO GABRIEL,CENTRO,"R SETE DE SETEMBRO, 171",44915970,CORREIOS,AC SAO GABRIEL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-11.2293857638781,-41.8776665032089,"Rua Sete Setembro 171, Centro - Sao Gabriel, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SÃO GABRIEL,CENTRO,"RUA DUQUE DE CAXIAS, 55",97300000,POSTO DE ATENDIMENTO,L M DORNELES & CIA LTDA ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-30.3383242887629,-54.3214272338145,"Rua Dq De Caxias 55, Centro - Sao Gabriel, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SÃO GABRIEL,CENTRO,"RUA DUQUE DE CAXIAS, 55",97300000,FRANQUIAS,AL DORNELES LTDA ME,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-30.3383242887629,-54.3214272338145,"Rua Dq De Caxias 55, Centro - Sao Gabriel, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MS,SAO GABRIEL DO OESTE,CENTRO,"AV GETULIO VARGAS, 337",79490970,CORREIOS,AC SÃO GABRIEL DO OESTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.4014822868261,-54.5764172249332,"Avenida Pres Getulio Vargas 337, Centro - Sao Gabriel Do Oeste, MS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SÃO GERALDO,CENTRO,"RUA JUCA DE BELO, S/N",39580000,POSTO DE ATENDIMENTO,JORGE RODRIGUES DE AGUILAR,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.1129299302486,-43.4422960229801,"Rua Juca De Belo , Centro - Francisco Sa, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PA,SAO GERALDO DO ARAGUAIA,CENTRO,"AV. ANANIAS COSTA, 414",68570970,CORREIOS,AC SÃO GERALDO DO ARAGUAIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.40303551751778,-48.5697194298942,"Avenida Ananias Costa 414, Centro - Sao Geraldo Do Araguaia, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SÃO GERALDO DO BAIXIO,CENTRO,"AV MESSIAS GONCALVES, 461  B",35258000,POSTO DE ATENDIMENTO,TELIO DAMASCHIO AMIGO,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.9183547266768,-41.3607121419809,"Avenida Messias Goncalves 461, Centro - Sao Geraldo Do Baixio, MG",LOGRADOURO,NÚMERO DE PORTA,
RJ,SÃO GONÇALO,CENTRO,"AVENIDA PRESIDENTE KENNEDY, 425",24445000,FRANQUIAS,SPHAERA TELECOM LTDA ME,SAP,09:00 às 18:30,08:30  às  12:30,13:00  às  21:00,-22.8147532617873,-43.0228804988857,"Avenida Presidente Kennedy 425, Nova Cidade - Sao Goncalo, RJ",LOGRADOURO - SIMILARIDADE,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RJ,SÃO GONÇALO,BOA VISTA,"AV. SÃO GONÇALO, 100",24466315,FRANQUIAS,BROS TELECOM SERV TELEFONIA LTDA,SAP,10:00 às 22:00,15:00  às  22:00,NÃO FUNCIONA,-22.8168406317405,-43.0713105792591,"Avenida Sao Goncalo 100, Boa Vista - NITEROI, RJ",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RJ,SÃO GONÇALO,ALCÂNTARA,"RUA JOÃO CAETANO, 56",24710405,LOJAS OI,ALCANTARA - RUA,SAP,09:00 às 18:00,09:00  às  1300,NÃO FUNCIONA,-22.8213108882211,-43.0019388492259,"Rua Joao Caetano 56, Alcantara - Sao Goncalo, RJ",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO GONCALO DO ABAETE,CENTRO,RUA JUSCELINO KUBITSCHEK 282,38790970,CORREIOS,AC SAO GONCALO DO ABAETE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.339357736479,-45.8345004222628,"Rua Juscelino Kubitscheck 282, Centro - SAO GONCALO DO ABAETE, MG",LOGRADOURO,NÚMERO DE PORTA,
CE,SAO GONCALO DO AMARANTE,CENTRO,"RUA FRANCISCO GUILHERME, 41",62670970,CORREIOS,AC SAO GONCALO DO AMARANTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.60685135760282,-38.9678514354052,"Rua Francisco Guilherme 41, Centro - Sao Goncalo Do Amarante, CE",LOGRADOURO,NÚMERO DE PORTA,
RN,SAO GONCALO DO AMARANTE,CENTRO,"RUA CEL. ESTEVAM MOURA, 306 - CENTRO",59290970,CORREIOS,AC SÃO GONÇALO DO AMARANTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.79142091174832,-35.3287159641085,"Avenida Coronel Estevam Moura 306, Centro - Sao Goncalo Do Amarante, RN",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO GONCALO DO PARA,CENTRO,AV TANCREDO NEVES 112,35516970,CORREIOS,AC SAO GONCALO DO PARA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.9832051349188,-44.8582969762579,"Avenida Presidente Tancredo Neves 112, Centro - Sao Goncalo Do Para, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
