UF,CIDADE / MUNICÍPIO,BAIRRO,RUA,CEP,CANAL,NOME FANTASIA,CLASSIFICAÇÃO,SEGUNDA A SEXTA,SÁBADOS,DOMINGOS E FERIADOS,Latitude,Longitude,Endereço Completo,Tipo Consulta,Precisão,Erro
PI,SAO GONCALO DO PIAUI,CENTRO,"RUA ADONIAS COELHO, S/N",64435970,CORREIOS,AC SAO GONCALO DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.00380386988367,-42.7052787931569,"Rua Adonias Coelho , Centro - Sao Goncalo Do Piaui, PI",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO GONCALO DO RIO ABAIXO,CENTRO,RUA AUGUSTO PESSOA 149,35935970,CORREIOS,AC SAO GONCALO DO RIO ABAIXO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.8258345794904,-43.3596640089379,"Rua Augusto Pessoa 149, Centro - Sao Goncalo Do Rio Abaixo, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO GONCALO DO RIO PRETO,CENTRO,PRACA QUINZE DE AGOSTO 17,39185970,CORREIOS,AC SAO GONCALO DO RIO PRETO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.0023443685364,-43.3819437581962,"Praca Quinze De Agosto 17, Centro - Sao Goncalo Do Rio Preto, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO GONCALO DO SAPUCAI,CENTRO,RUA PROFESSOIR ANTONIO NEDER 200,37490970,CORREIOS,AC SAO GONCALO DO SAPUCAI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.8907639114182,-45.5940657592694,"Rua Professor Antonio Neder 200, Centro - SAO GONCALO DO SAPUCAI, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO GONCALO DOS CAMPOS,CENTRO,AV. ANIBAL PEDREIRA 03,44330970,CORREIOS,AC SÃO GONCALO DOS CAMPOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-12.4375574558328,-38.9505832013467,"Avenida Anibal Pedreira, 3 - Centro - Sao Goncalo Dos Campos, BA",CEP,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SÃO GOTARDO,CENTRO,"PRACA SAO SEBASTIAO, 177",38800000,FRANQUIAS,ESPACO CEL SAO GOTARDO EIRELI ME,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-19.3097142987956,-46.0474198746498,"Praca Sao Sebastiao 177, Centro - Sao Gotardo, MG",LOGRADOURO,NÚMERO DE PORTA,
RS,SÃO JERÔNIMO,CENTRO,"RUA CORONEL SOARES DE CARVALHO, 349",96700000,FRANQUIAS,SOS SOLUCOES EM TECNOLOGIAS LTDA,SAP,08:30 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.9575348491061,-51.7232710238316,"Rua Cel Soares De Carvalho 349, Centro - Sao Jeronimo, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SAO JERONIMO DA SERRA,CENTRO,RUA PREFEITO RAUL PROENCA 444,86270970,CORREIOS,AC SAO JERONIMO DA SERRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.7247606110543,-50.7402347461437,"Rua Pref Raul Proenca 444, Centro - Sao Jeronimo Da Serra, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,SAO JOAO,CENTRO,"R. AUGUSTO PEIXOTO, 49",55435970,CORREIOS,AC SÃO JOÃO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.87682129159902,-36.3659846364071,"Rua Augusto Peixoto 49, Centro - Sao Joao, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SAO JOAO,CENTRO,AVENIDA QUINZE DE NOVEMBRO 976,85570970,CORREIOS,AC SAO JOAO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-25.7879716315853,-52.833100710675,"Avenida 15 De Novembro 976, Centro - Sao Joao, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,SAO JOAO BATISTA,CENTRO,RUA JOAO ANDREGTONI 102,88240970,CORREIOS,AC SAO JOAO BATISTA,ATC,08:00 às 16:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.2775476507571,-48.8529723740738,"Rua Joao Andregtoni 102, Centro - Sao Joao Batista, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO JOAO BATISTA DO GLORIA,CENTRO,AVENIDA AVELINO SOARES RESENDE 24,37920970,CORREIOS,AC SAO JOAO BATISTA DO GLORIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.6399687354905,-46.5062387177241,"Avenida Avelino Soares De Resende 24, Centro - Sao Joao Batista Do Gloria, MG",LOGRADOURO,NÚMERO DE PORTA,
RR,SAO JOAO DA BALIZA,CENTRO,"RUA JOSÉ DE ALENCAR, S/N",69375970,CORREIOS,AC SAO JOAO DA BALIZA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,0.948341142541139,-59.9086995844445,"Rua Jose De Alencar , Centro - Sao Joao Da Baliza, RR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RJ,SAO JOAO DA BARRA,CENTRO,RUA SACRAMENTO 116,28200970,CORREIOS,AC SAO JOAO DA BARRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.634658126953,-41.0461461457387,"Rua Sacramento 116, Centro - Sao Joao Da Barra, RJ",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SP,SÃO JOÃO DA BOA VISTA,CENTRO,PC ROQUE FIORI 119,13870109,FRANQUIAS,F MUTSCHALL DE FARIA EIRELI,SAP,09:00 às 19:00,09:00  às  19:00,NÃO FUNCIONA,-21.970802443036,-46.7986611607644,"Praca Roque Fiori 119, Centro - Sao Joao Da Boa Vista, SP",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,SAO JOAO DA CANABRAVA,CENTRO,"AV. JOÃO BITÔNIO, 399",64635970,CORREIOS,AC SAO JOAO DA CANABRAVA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.81560379857237,-41.3460679901527,"Avenida Joao Bitonio 399, Centro - Sao Joao Da Canabrava, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SÃO JOÃO DA LAGOA,CENTRO,"RUA SÃO BENTO, 198",39355000,POSTO DE ATENDIMENTO,MARIA AVENILDE LEITE GONCALVES,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.8539346697365,-44.3497484377477,"Rua Sao Bento 198, Centro - Sao Joao Da Lagoa, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO JOAO DA MATA,CENTRO,RUA MARIA JOSE DE PAIVA 537 A,37568970,CORREIOS,AC SAO JOAO DA MATA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-21.9331273637921,-45.9277831894689,"Rua Maria Jose Paiva 537, Centro - Sao Joao Da Mata, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO JOAO DA PONTE,CENTRO,PRACA OLIMPIO CAMPOS 2,39430970,CORREIOS,AC SAO JOAO DA PONTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.9315777245243,-44.0080497316641,"Praca Olimpio Campos 2, Centro - Sao Joao Da Ponte, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,SAO JOAO DA SERRA,CENTRO,"RUA JOAQUIM LOPES, 266",64350970,CORREIOS,AC SAO JOAO DA SERRA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.51592669650893,-41.8992176745241,"Rua Joaquim Lopes 266, Centro - Sao Joao Da Serra, PI",LOGRADOURO,NÚMERO DE PORTA,
RS,SAO JOAO DA URTIGA,CENTRO,"AV. PROFESSOR ZEFERINO, 1390",99855970,CORREIOS,AC SAO JOAO DA URTIGA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.8252747008926,-51.8264313100322,"Avenida Prof Zeferino 1390, Centro - Sao Joao Da Urtiga, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO JOAO DAS MISSOES,CENTRO,RUA PRESIDENTE JUSCELINO 77,39475971,CORREIOS,AC SAO JOAO DAS MISSOES,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-14.8823479075716,-44.0837575441708,"Rua Presidente Juscelino Kubistcheck 77, Centro - Sao Joao Das Missoes, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RJ,SÃO JOÃO DE MERITI,CENTRO,"RUA MARIA SOARES SENDAS, 111 LOTE A UNIDADE",25575825,LOJAS OI,LOJAS PRÓPRIAS SHOPPING GRANDE RIO,SAP,10:00 às 22:00,10:00  às  22:00,NÃO FUNCIONA,-22.7962626650253,-43.3532178567423,"Rua Maria Soares Sendas, Venda Velha - Sao Joao De Meriti, RJ",CEP,NÚMERO DE PORTA,
RJ,SÃO JOÃO DE MERITI,VILAR DOS TELES,"AVENIDA AUTOMOVEL CLUBE, 2533",20710350,FRANQUIAS,PROMOBILE COM COMUNICACOES LTDA,SAP,09:00 às 18:00,08:30  às  12:00,NÃO FUNCIONA,-22.7751584592168,-43.360958667438,"Avenida Automovel Clube 2533, Vilar Dos Teles - Sao Joao De Meriti, RJ",LOGRADOURO,NÚMERO DE PORTA,
RJ,SÃO JOÃO DE MERITI,CENTRO,"RUA MARIA SOARES SENDAS, 111 LOTE A UNIDADE",25575825,LOJAS OI,SHOPPING GRANDE RIO,SAP,10:00 às 22:00,10:00  às  22:00,15:00  às  22:00,-22.7962626650253,-43.3532178567423,"Rua Maria Soares Sendas, Venda Velha - Sao Joao De Meriti, RJ",CEP,NÚMERO DE PORTA,
PA,SAO JOAO DE PIRABAS,BRASILIA,"RUA PLACIDO NASCIMENTO, S/N",68719000,CORREIOS,AC SAO JOAO DE PIRABAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-0.769449297518712,-47.1768602928292,"Rua Placido Nascimento , Centro - Sao Joao De Pirabas, PA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SÃO JOÃO DEL REI,CENTRO,"RUA ARTUR BERNARDES, 30",36300076,FRANQUIAS,MASTER PROF NET WORKING LTDA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-21.1349634168048,-44.2612778176418,"Rua Arthur Bernardes 30, Centro - SAO JOAO DEL REI, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SÃO JOÃO DEL REI,CENTRO,"RUA MINISTRO GABRIEL PASSOS, 317",36307330,FRANQUIAS,SRC EMPREEND COM E TELEAT LTDA,SAP,09:00 às 18:00,08:00  às  12:00,NÃO FUNCIONA,-21.1366765628247,-44.2591523187181,"Rua Ministro Gabriel Passos 317, Centro - Sao Joao Del Rei, MG",LOGRADOURO,NÚMERO DE PORTA,
PA,SAO JOAO DO ARAGUAIA,CENTRO,"R DOM PEDRO II, 133",68518970,CORREIOS,AC SAO JOAO DO ARAGUAIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.357798750057,-48.7899059237016,"Rua Dom Pedro II 133, Centro - Sao Joao Do Araguaia, PA",LOGRADOURO,NÚMERO DE PORTA,
PI,SÃO JOÃO DO ARRAIAL,CENTRO,"AV VICENTE AUGUSTO, 674",64155970,POSTO DE ATENDIMENTO,BANCO DOS COCAIS,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-3.82162478869126,-42.4454867039186,"Avenida Vicente Augusto 674, Centro - Sao Joao Do Arraial, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SAO JOAO DO CAIUA,CENTRO,AVENIDA SENADOR SOUZA NAVES 715,87740970,CORREIOS,AC SAO JOAO DO CAIUA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-22.8537210249404,-52.3374357068509,"Avenida Sen Souza Naves 715, Centro - Sao Joao Do Caiua, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SAO JOAO DO IVAI,CENTRO,RUA CORIFEU DE AZEVEDO MARQUES 138,86930970,CORREIOS,AC SAO JOAO DO IVAI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.9922239405358,-51.8201475010246,"Rua Corifeu De Azevedo Marques 138, Centro - Sao Joao Do Ivai, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
CE,SAO JOAO DO JAGUARIBE,CENTRO,"R DANIEL RODRIGUES, 445",62965970,CORREIOS,AC SAO JOAO DO JAGUARIBE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.26986488833637,-38.2700295812232,"Rua Daniel Rodrigues 445, Centro - Sao Joao Do Jaguaribe, CE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO JOAO DO MANHUACU,CENTRO,AVENIDA SAO JOAO BATISTA 271,36918970,CORREIOS,AC SAO JOAO DO MANHUACU,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.3931007537414,-42.1501553449935,"Avenida Sao Joao Batista 271, Centro - Sao Joao Do Manhuacu, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO JOAO DO MANTENINHA,CENTRO,RUA CABO JOSE DIAS 86,35277970,CORREIOS,AC SAO JOAO DO MANTENINHA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.724403250729,-41.1613087695831,"Rua Cabo Jose Dias 86, Centro - Sao Joao Do Manteninha, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO JOAO DO ORIENTE,CENTRO,RUA SAO GERALDO 31,35146970,CORREIOS,AC SAO JOAO DO ORIENTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.3402339626666,-42.1561960809692,"Rua Sao Geraldo 31, Centro - Sao Joao Do Oriente, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO JOAO DO PACUI,CENTRO,"RUA VIRGILIO HELBER MAGALHAES, 300",39365972,CORREIOS,AC SÃO JOAO DO PACUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-16.5381714099327,-44.5316924274998,"Rua Virgilio Elber Magalhaes 300, Centro - SAO JOAO DO PACUI, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO JOAO DO PARAISO,CENTRO,AV DR OZORIO ADRIAO DA ROCHA 313,39540970,CORREIOS,AC SAO JOAO DO PARAISO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.3141269654878,-42.0163213936842,"Avenida Doutor Osorio Adriao Da Rocha 313, Centro - SAO JOAO DO PARAISO, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PI,SAO JOAO DO PIAUI,CENTRO,"PÇ. HONÓRIO SANTOS, 200",64760970,CORREIOS,AC SAO JOAO DO PIAUI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.36197509767417,-42.2437106015744,"Praca Honorio Santos 200, Centro - Sao Joao Do Piaui, PI",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SÃO JOÃO DO POLESINE,CENTRO,"AV SÃO JOÃO, 1300",97230000,POSTO DE ATENDIMENTO,SUPERMERCADO COMILATO,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.6144013469953,-53.4448817829667,"Avenida S Joao 1300, Centro - Sao Joao Do Polesine, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RN,SAO JOAO DO SABUGI,CENTRO,"RUA TENENTE ANTONIO MEDEIROS, 173",59310970,CORREIOS,AC SAO JOAO DO SABUGI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.71971889344028,-37.2001175313218,"Avenida Tenente Antonio Medeiros 173, Sao Joao Do Sabugi - Sao Joao Do Sabugi, RN",LOGRADOURO,NÚMERO DE PORTA,
MA,SAO JOAO DO SOTER,CENTRO,"TV EUGENIA CAMPOS, S/N",65615970,CORREIOS,AC SAO JOAO DO SOTER,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-5.11170713296974,-43.8123333836478,"Rua Eugenio Campos , Centro - SAO JOAO DO SOTER, MA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,SAO JOAO DO SUL,CENTRO,"RUA MANOEL AMANDIO DE BORBA, 126",88970970,CORREIOS,AC SAO JOAO DO SUL,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-29.2253778591719,-49.8102001722138,"Rua Manoel Amandio Borba 126, Centro - Sao Joao Do Sul, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,SAO JOAO DO TIGRE,CENTRO,"RUA CANDIDO JOSÉ BEZERRA, S/N",58520970,CORREIOS,AC SÃO JOÃO DO TIGRE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.08042596101406,-36.8480720028444,"Rua Candido Jose Bezerra , Centro - Sao Joao Do Tigre, PB",LOGRADOURO,NÚMERO DE PORTA,
PR,SAO JOAO DO TRIUNFO,CENTRO,RUA FRANCISCO NEVES FILHO 124,84150970,CORREIOS,AC SAO JOAO DO TRIUNFO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-25.6862890597937,-50.3000218204423,"Rua Francisco Neves Filho 124, Centro - Sao Joao Do Triunfo, PR",LOGRADOURO,NÚMERO DE PORTA,
MA,SAO JOAO DOS PATOS,CENTRO,"RUA DA LIBERDADE, 207",65665970,CORREIOS,AC SÃO JOÃO DOS PATOS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.49787862780484,-43.7033188938033,"Rua Da Liberdade 207, Centro - Sao Joao Dos Patos, MA",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO JOAO EVANGELISTA,CENTRO,PRACA CORONEL CORNELIO PIMENTA 289,39705970,CORREIOS,AC SAO JOAO EVANGELISTA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-18.5484796458921,-42.7635832721907,"Praca Coronel Cornelio Pimenta 289, Centro - Sao Joao Evangelista, MG",LOGRADOURO,NÚMERO DE PORTA,
MG,SÃO JOÃO NEPOMUCENO,CENTRO,"RUA BARAO DE SAO JOAO, 185",36680000,FRANQUIAS,M O COM DE ELETRODOM LTDA,SAP,09:00 às 18:00,09:00  às  13:00,NÃO FUNCIONA,-21.5356452950662,-43.0135831585159,"Rua Barao Sao Joao Nepomuceno 185, Centro - Sao Joao Nepomuceno, MG",LOGRADOURO,NÚMERO DE PORTA,
SC,SAO JOAQUIM,CENTRO,"RUA DOMINGOS MARTORANO, 547",88600000,POSTO DE ATENDIMENTO,PRIME PRES D SERV D ATEN EIRELI EPP,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.2931543405915,-49.9309401579131,"Rua Domingos Martorano 547, Centro - Sao Joaquim, SC",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SÃO JOAQUIM,CENTRO,"PRAÇA ANTONIO GOMES DE MATOS, 154",39480000,POSTO DE ATENDIMENTO,ISLEI PEREIRA LOPES ME,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.49432703831,-45.1559604076132,"Praca Antonio Gomes De Matos 154, Centro - Januaria, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
MG,SAO JOAQUIM DE BICAS,TEREZA CRISTINA,RUA PERNAMBUCO 597,32920970,CORREIOS,AC SAO JOAQUIM DE BICAS,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-20.0470475026368,-44.2621923314534,"Rua Pernambuco 597, Tereza C I Secao - Sao Joaquim De Bicas, MG",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,SAO JOAQUIM DO MONTE,CENTRO,"PÇA. CORONEL JOAQUIM LIMA, 18",55670970,CORREIOS,AC SÃO JOAQUIM DO MONTE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.43357701729889,-35.8067450567336,"Praca Coronel Joaquim Lima 18, Centro - Sao Joaquim Do Monte, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
RS,SAO JORGE,CENTRO,AVENIDA DALTRO FILHO 967 LOJA 2,95365970,CORREIOS,AC SAO JORGE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-28.5011770768421,-51.705837785859,"Avenida Daltro Filho 967, Centro - Sao Jorge, RS",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SÃO JORGE D OESTE,CENTRO,"RUA CONCORDIA, 345",85575000,POSTO DE ATENDIMENTO,FARMA UTIL,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-25.707905389591,-52.9185397215558,"Rua Concordia, Centro - Sao Jorge Doeste, PR",CEP,NÚMERO DE PORTA,
PR,SAO JORGE DO IVAI,CENTRO,PRACA SANTA CRUZ 46,87190970,CORREIOS,AC SAO JORGE DO IVAI,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.4327654997704,-52.2927149996822,"Praca Sta Cruz 46, Centro - Sao Jorge Do Ivai, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SAO JORGE DO PATROCINIO,CENTRO,RUA JOSE PAULINO DUARTE 613,87555970,CORREIOS,AC SAO JORGE DO PATROCINIO,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.7639607212422,-53.8811594427126,"Rua Jose Paulino Duarte 613, Centro - Sao Jorge Do Patrocinio, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
SC,SAO JOSE,CENTRO,"AV LEDIO JOAO MARTINS, 955 LOJA 01",88102000,POSTO DE ATENDIMENTO,PRIME PRES D SERV D ATEN EIRELI EPP,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-27.5928530579967,-48.6132228833028,"Avenida Ledio Joao Martins 955, Kobrasol - Sao Jose, SC",LOGRADOURO,NÚMERO DE PORTA,
SC,SÃO JOSÉ,BARREIROS,"RUA GERÔNCIO THIVES, 1079",88117900,LOJAS OI,LOJAS PRÓPRIAS SHOPPING ITAGUAÇU,SAP,10:00 às 22:00,10:00  às  22:00,14:00  às  20:00,-27.5835650040828,-48.6138148070123,"Rua Geroncio Thives 1079, Barreiros - Sao Jose, SC",LOGRADOURO,NÚMERO DE PORTA,
SC,SÃO JOSÉ,CENTRO,"AVENIDA LEDIO JOAO MARTINS, 955",88102001,FRANQUIAS,PRIME PRES D SERV D ATEN EIRELI EPP,SAP,09:00 às 18:00,09:00  às  12:00,NÃO FUNCIONA,-27.5928530579967,-48.6132228833028,"Avenida Ledio Joao Martins 955, Kobrasol - Sao Jose, SC",LOGRADOURO,NÚMERO DE PORTA,
SC,SÃO JOSÉ,BARREIROS,"RUA GERÔNCIO THIVES, 1079",88117900,LOJAS OI,SHOPPING ITAGUAÇU,SAP,10:00 às 22:00,10:00  às  22:00,14:00  às  20:00,-27.5835650040828,-48.6138148070123,"Rua Geroncio Thives 1079, Barreiros - Sao Jose, SC",LOGRADOURO,NÚMERO DE PORTA,
PR,SAO JOSE DA BOA VISTA,CENTRO,PRACA JOSE MARIA SOARES 107,84980970,CORREIOS,AC SAO JOSE DA BOA VISTA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-23.9166086962979,-49.6515211436725,"Praca Jose Maria Soares 107, Centro - Sao Jose Da Boa Vista, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PE,SAO JOSE DA COROA GRANDE,CENTRO,"R. JULIO BELO, 167",55565970,CORREIOS,AC S. JOSE DA COROA GRANDE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-8.89988470229656,-35.1468640965196,"Rua Julio Belo 167, Centro - Sao Jose Da Coroa Grande, PE",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PB,SAO JOSE DA LAGOA TAPADA,CENTRO,"RUA ANANIAS SARMENTO, S/N",58815970,CORREIOS,AC SÃO JOSE DA LAGOA TAPADA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-6.9420586131705,-38.1601349771304,"Rua Ananias Sarmento , Centro - Sao Jose Da Lagoa Tapada, PB",LOGRADOURO,NÚMERO DE PORTA,
AL,SAO JOSE DA LAJE,CENTRO,"AV. VALDEMAR PONTES, S/N",57860970,CORREIOS,AC SAO JOSE DA LAJE,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.00509910541603,-36.0553362213612,"Avenida Waldemar Pontes , Centro - SAO JOSE DA LAJE, AL",LOGRADOURO,NÚMERO DE PORTA,
MG,SAO JOSE DA LAPA,CENTRO,RUA PADRE JOSE DIAS 532,33350970,CORREIOS,AC SAO JOSE DA LAPA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-19.6992400594591,-43.9588013699343,"Rua Padre Jose Dias 532, Centro - Sao Jose Da Lapa, MG",LOGRADOURO,NÚMERO DE PORTA,
AL,SAO JOSE DA TAPERA,CENTRO,"RUA 24 DE DEZEMBRO, 65",57445970,CORREIOS,AC SÃO JOSÉ DA TAPERA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-9.55725386211916,-37.3804735423004,"Rua Vinte E Quatro Dezembro 65, Centro - Sao Jose Da Tapera, AL",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
BA,SAO JOSE DA VITORIA,CENTRO,"AV SEBASTIAO OLIVA, S/N",45620970,CORREIOS,AC SAO JOSE DA VITORIA,ATC,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-15.0840746750118,-39.3383692320451,"Rua Sebastiao Oliva , Centro - Sao Jose Da Vitoria, BA",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
PR,SÃO JOSÉ DAS PALMEIRAS,CENTRO,"AV JOSÉ BONIFÁCIO, 1254",85898000,POSTO DE ATENDIMENTO,FARMÁCIA ESTRELA,EAM,09:00 às 18:00,NÃO FUNCIONA,NÃO FUNCIONA,-24.8353462084869,-54.0652848807542,"Avenida Jose Bonifacio 1254, Centro - Sao Jose Das Palmeiras, PR",LOGRADOURO,INTERPOLAÇÃO DE NUMERAÇÃO DO SEGMENTO,
